,number_of_likes,caption
266,31,My ninjas working out with me today. My clients for the day ha ha. #training #lifting #gymlife #muscle #fitness #fitbody #gymflow #chestday
267,24,I'm 27 years old and this is the best I can do at growing out a beard! Lol. #noshavenovember #hadtomakeitlookdecent #movember
268,28,I was my mom's personal trainer for the day. I'm so proud of her. Showed her some good workouts! 💪 #teamfitness #mom #gymlife #fit #planetfitness
269,161,"Today’s hike squad. T’was lit.
.
.
.
.
#lit #reiadventures #Day3 #hikesquad #mountains #beautiful #Niceland #Iceland"
270,20,Dentist after a really rough morning. #floss #dentist #keepyourteethclean
271,118,"Woke up on a farm at the foot of the mountains yesterday and we proceeded to have a photoshoot. Not even the half of our adventures, but here are the Icelandic horses.
.
.
.
#iceland #niceland #airbnb #horses #mountains #farm #icelandichorses #photoshoot #adventures #lit #neverleaving"
272,7,My hands because I'm too stubborn to wear gloves in the gym. Lol. #gymrat #hand #calluses #teamfitness
273,63,Oh what a little diet change and a lot of weight lifting can do. I'm getting some leg muscles. Ow!!! #teamfitness #dedication I love it! 😃
274,32,My forever love. I promised myself I'd continue to do this until I can't physically do it anymore. #illovemusic #original #treatmegood #musing #nshit video cred: iPhone and @itsjustinrichard
275,63,I don't think y'all understand how hard I've been working for these obliques. Finally getting there! 😄#nofilter #abs #obliques #fitness #fit #hardwork
276,34,Big cheesin and Swagged out coming back to the U.S. from Jamaica after the summer. I don't know how my parents thought of these outfits. I was a problem though. #fresh #planeattire #fashion #imatiger #swag #throwbackthursday #tbt #oldschool
277,27,Friendsgiving part one. #friendsgiving #2014 #thanksgiving
278,86,When you're trying a take cool picture and @ldkaye needs attention.She's the annoying little sister I'm glad I never had to grow up with. #bestfriendmostdays #iblockheroften #lit #atx #austin
279,51,First dance!! #rodrickandana #wedding
280,10,Under the weather food! #soup
281,9,My dinner. #cook #chicken #rice #stew #jamaican #cuisine
282,44,My first time ever making pancakes today at the age of 25!! I even added protein. I think I did great! 😁😁😁 #pancakes #breakfast #food #protein
283,19,160 year old book my co-worker brought to work. Passed down from her previous generations. Crazy!! #history #oldschool #antique
284,5,2005 I was tiny. #throwbackthursday
285,29,Morning workout complete! I'm unwillingly evolving into a morning person. #morningworkout #live #workingonmywinterbody
286,53,First beer in two months!!! Ow! Hiking today and it was hot as shit! #greenbelt #hiking #drinking #outdoors
287,36,How real men cook for their women. @katalac1989 #chefrich #cookingdinner #myboo #bakedchicken #shedidntwantmetopostthis
288,16,She got dressed up to go to the laundromat with me. Bruh😩 I gots shit to do. #laundryattire #makesnosense
289,34,Finally got the little bro in one picture. I was laying down and he came and laid right next to me. #brother #lounging #family
290,142,"Too school for cool
.
.
.
#home #art #edit"
291,36,Just another day at the office. Friday night lifts. #gymlife #workout #chestday #24hrfitness #gains #muscles #gymrat #gymgear #fitness
292,8,"New song on soundcloud. ""With you"" www.soundcloud.com/richardrobinsonmusic @javonalvin and I on the track! #withyou #newsong"
293,14,@nzazzara hiiiii. She came to my show and she's awesome
294,139,"Hiking glaciers can bring out a rare smile in a photo. @summerrofgeorge knows how to make me look pretty. .
.
.
#niceland #glacier #hiking #reiadventures #optoutside #iceland"
295,18,Potluck dinner!! 😄😄
296,46,One of my many recipes. Cooking healthy is one of my favorite things to do. :)) #cooking #healthy #fitmeal #myrecipe
297,67,Because the Giants play tomorrow and I have friends over to take pictures of me 😂. #lit #freezing #Atx #Giants #likeachristmastree
298,92,"Uh oh, somebody already loves me. #puppy #cute #newboo #dachshund #tiny"
299,1,Took my magic pill. Time to work!
300,38,Getting leaner. 😁 #gymrat #abs #24hrfitness #summerbody
301,16,My daughter. ☺ #lucky #dog #mybaby #Chihuahua
302,30,New flavor. made the change from chocolate. So good! #protein #whey #vanilla #performance #fitness #gymlife #blenderbottle
303,46,This was kinda lit. #thebean #milleniumpark #💡 #giantbean #sundayfunday #itwaslitfam #tourist
304,45,Been doing it for the little dudes since '87. #hops #hooping #dunking #basketball #squats #lunges #fitness
305,37,"In order to be sexy, you gotta eat sexy too. You wanna be lean, gotta eat clean, dawg. #eatcleantraindirty #foodprep #lemonpepperchickenbreast#brownrice #veggies"
306,1,"Reminiscing on 23, excited for 24"
307,10,First time out with my uncle #atx #6thstreet
308,35,Couldn't pass up a photo opp! #lit #Dallas #runningontwohoursofsleep #cantstopwontstop #BIG #dallasbig
309,40,Carving them out one by one #fitnessbum #gymrat
310,67,I liked this picture. I want to be a fitness model. What do y'all think? #lean #muscles #fit #fitness #goals #obliques #abs #v
311,47,Usain Bolt. #halloween
312,25,Sinister. #lit #greeneyes #rightbeforeiturnedintohulk
313,110,"NYC Jam with my bros watching high school phenoms play 🏀 . TxState connection circa 2005. .
.
.
#nycjam #nyc #newyorkcity #lit #bros #TxState #TexasState #classof2009"
314,94,"My little sister is 8 and soooooooo cute! Haven't seen her in so long! .
.
.
#babysister #growinguptoofast #shescuterthanme #ATL #Georgia"
315,39,"See, I wear shirts too sometimes! Reppin our awesome company and doing some yoga while I do it! #warriortwo #yoga #ithinkimaddicted #summeratthesprings #oatmega #😁"
316,11,I've watched this video over and over just because of HER! I might be in love. 😍😍 oh and I love the song too. 😁 #theweeknd #wickedgames
317,28,"Singing with Sam Smith. I love this song; ""Nirvana."" #cover #samsmith #nirvana #singing"
318,92,"Texans vs Bills with the squad. H-Town!!
.
.
.
#nrgstadium #Htown #TexansvsBills #Texans #Houston #lit"
319,20,"I gave up on grooming myself, but my hair is on another level. #sexy #selfie #rough"
320,22,Lion King reenactment. #mufasa #simba #lionking #priderock #portland #classic #WeinMaineMayne
321,49,Came to visit my brother and his dog missed me a little more. #dog #rhodesianridgeback #love
322,126,"I was probably ordering food. .
.
.
#nyc #favoritecity #summer"
323,21,Eating way too much
324,24,Colbie Caillat aka @katalac1989 . I'll let you guys decide who is who! 😂 #colbiecaillat #nbafinals #doppelgänger #twins #samepeople #bae
325,142,"Views.
.
.
.
#views #nyc #mrpurple #thecity #oucchea #secondhome #nevergofulllightskin"
326,68,Another gem from this past weekend with my homie. We need to dress up more often. #wempewedding #suitandtie #lit #weddingszn
327,5,In my zone #piano #music
328,50,Finally got my shirt in the mail from @fitnessleak for winning #flexfriday . I'm swagged out in the gym today. #teamfitness #swag #flexfriday
329,20,River trip!!! San Marcos. Whoop! #float #river #sanmarcos #fun
330,25,"My shorties, my ninjas, my homies!!! #friends #downtown #atx"
331,32,Recent discovery and already addicted. Peanut butter and banana 😍😍😍😍#peanutbutter #banana #honey #cookies
332,56,Snow day in NY. Snow fighting with my mom. #snowday #nyc #blizzard #belowzero #snowfight #winterweather #winter
333,46,It's a celebration. 5 hours til I'm 26. #sundayfunday #homies #thuggin
334,44,The queen is back. Probably won't sleep tonight and just play this album a thousand times. 😍😍😍 #adele #25 #amazing #alliask
335,26,A lil something I whipped up for @katalac1989 and myself! #steaknight #spinach #mushrooms #mashedpotatoes #A1 #dinner #chefrichard
336,43,The cake. #fagliewedding
337,78,"Team #Brainjuice and team activities.
.
.
.
#rockclimbing #austinboulderingproject #team #Brainjuice #lit #nowineedamembership ##quarterlyreviews #imtired"
338,21,My view.
339,76,"Not pictured are my lungs collapsing from the elevation
.
.
.
#hike #Denver #worktrip #everydaywelit #hikebreak #views #redrocks #redrockspark #lit"
340,104,"Dad hats in full effect. 😂😂 Mom, Dad, Step-Dad, and ya boi!
.
.
.
#ATL #Family #Atlanta ##ouchea #touristAF #lit #centennialolympicpark"
341,69,Perfect day in LA. #griffithobservatory #griffithpark #LA #cityofangels #gopro #itwaslitfam #selfie #worktrip #lit
342,22,"""Ain't no woman alive that can take my mommas place"" #Queen #mom"
343,32,When your entire squad is beautiful! #💡#galveston #itwaslitfam #3lc #yaganamis
344,36,Group selfie from yesterday. Last thing I remember lol. #butfirstletmetakeaselfie #mdw #memorialday #sexy #boat #galveston
345,37,Today. Love this state. 5 Mile hike to Wallace Falls! Only sprained my ankle once and successfully outran the bears and mountain lions! #lit #wallacefalls #woods #nature #PNW #washington #forest #gopro #blackpeoplelikenaturetoo
346,33,"Kept it simple tonight. Sautéed chicken and veggies, sautéed cabbage, and homemade mashed potatoes. #dinner #healthy #food #fitfoods #fitness #chicken #cabbage #potatoes"
347,41,"New cleats. Meant for soccer, but they will be used for soccer, ultimate frisbee, flag football, sprints, and whatever else I can think of that involves grass!! #mercurialvortexfg #cleats #sports #nike #soccer"
348,33,"This Ben! Ben lost a bet because he bet against America's team, The New York Giants! This photo just about sums up how great my life is right now. 😂😂😂 @nygiants #lit #Giants #helost #playoffbound #OBJ"
349,9,My sexy hand. 😏
350,18,BOLT!!!!! #olympics2012 #jamaica #sprint #gold
351,48,Abs separating...ow! @therealmiamazin #bodymorphology
352,19,I ran my fastest mile on mile 6. 6.08. I feel legendary. #cardio #run #running #nikerun #nike #fitness #fit
353,3,-___- ruined a perfectly good band-aid #firstworldproblems
354,37,Pops let me push the Benz for the night to go bowling and now I want one. Great. #benz #bowling #pops #mercedes
355,148,"Cherry blossom.
.
.
.
#portland #waterfront #spring #cherryblossom #views #flowerboy #oregon #lit"
356,147,"Me looking at my travel schedule over the next three months and wondering how I can squeeze another international trip in there. @kionap where we going?
.
.
.
#iceland #lit #alwaysworking #views #bangs #oucchea #throwbackthursday #throwback #throwbyke"
357,48,"I never really wear hats, but I thought this picture was cool. Video attire anyway. #vans #levis #selfie"
358,50,Back on my grind. Friday night workout. #gymlife #gymrat #fitbody #fitfam #fitness #lean #muscles #eatcleantraindirty #newgoals #fitspo #hardwork
359,10,I am jammin right now. I love this song#pandora #envogue
360,141,"@ bae.
📸 @jadeelease .
.
.
#Dallas #living #nightlife #bae #richsignal #lookingforbae #lit #life #JETphotography"
361,4,Happy Monday and an Happy me. ☺
362,11,I looked like I was trouble huh?!?! Back in Jamaica #tbt #throwbackthursday #sexy
363,112,"Acl was GREAT! I’m retiring for another 6 years though. My feet are done. Shout out @theweeksnd_ and @bcbusch for rocking out with your boy! Stay lit! .
.
.
#tired #acl #lit #myfeethurt #ruinedmyshoes #itwassweltering"
364,76,Progress 😁 I lost 7 lbs. I'm guessing I had some fat to lose. #fitness #lean #abs
365,35,Blues on the Green #atx #austin #music #zilker #park #blues #green
366,34,The sexiest sky you'll ever see--and it resides in Texas! #sunset #beautiful #godswork #christmassky #clouds #evening
367,91,"Fitness Friday. Track circuit with views. 😁🕺🏽.
.
.
.
.
.
#lit #fitness #asics #tracklife #track #workout #cardio #summerbody #abs #sprints #views #atx #austin #ilovemycity"
368,69,Album soon come. #twinningtuesday #flanelszn #oldfashioned #lit #tistheseason #Houston #Cottonwood
369,43,Hands down my favorite exercise! Today was a track workout and I finished with these bad boys! #tireflipfriday #fitnessorwhatever #alwaysworking #flexfriday
370,22,Making a Lil music today. 😁😁 #newsong #recording #music #more #more #studio #lacostaproductions
371,11,Yes there is traffic downtown Houston on a Saturday afternoon. 😖 #traffic #houston
372,8,MC Hammer and I. #sxsw #SOBs #badge #atx #sxsw12
373,30,We rock!! Pink for breast cancer awareness! #breastcancerawareness #ultimatefrisbee #airtrafficcontrollers #austinsportsandsocial
374,51,"This is one of those outfits you wear for 24 hours straight, but I wore this to work. #dresstoimpress #armani #icantaffordthis #itwasagift #allenedmonds #ilovedressingup #workattire"
375,27,Y'all better get use to this. #fit #fitness #nikerun #nike #cardio #workout #trail #lifestyle #lake #atx
376,50,Been working. Body Weight 165 lbs. 315 lb. bench 405 lb. squat #progress #fitbody #fitfam #fitness #everydayimhustling #gymrat #gymlife #allnatural #workout #lean #muscle
377,24,"Grow, baby, grow! They're coming! #calves #iworksohardonthese #😩"
378,24,On my way to pick-up my hot date for lunch. Excited face. #lunchdatewithbae #lunch #lahabana
379,25,Back Muscles 💪💪 #teamfitness #gym #muscles #hardwork 😁😁
380,26,No big deal!!! Just a handstand on a paddle board. 😁😁😁 #swag #swag #lake #austin #paddle #board
381,2,These are the type of pictures my phone takes. I can't wait to get my new one tomorrow 😢
382,36,Beachin in with my two buddies. #galveston #beach #sun #fun #sand #spring #texas #ocean #gulf
383,3,Downtown Dallas partying.
384,58,It's lit. #lakelife #birthdayweek #turnup
385,30,Clearly I'm better looking. 😏 #chillin #laundromat #offday
386,33,Showing me all of her medals and awards! #athlete #beastmode #goodgenes
387,27,New ways to eat healthy and save money. Oh and to get shredded! Go me! #teamfitness #food #healthy
388,89,Shoutout to making my friends take pictures of me. @drizzyness #welit #sxsw #capitalonehouse #antones #atx #mychristmas #itslitliterally #theyloveme #kbye #atx #austin
389,19,What I wore to the mall today. *Shrugs* 😝#nike #drifit #gymgear
390,5,Me and the homie.
391,34,"""When all you do is win, all we do is lose, when the only things I want, is all that's best for you""....new song. Almost finished. #music #piano #writing #singing"
392,184,Working hard pays off #fitness #commitment
393,51,Throwback to freshman year in High School when I first discovered this greatness and had them delivered to class every morning. #broncoburritos #bronco #galveston #famous #burrito #youtherealmvp
394,12,"""Brotha Liberty"" 😂😂 @bbuurrrr is a fool and we play too much!! #independence #july #freedom #day #fun #declaration #america"
395,14,Finally made it to the studio. Producer working on my next single.
396,4,Sweaty Rich
397,10,I like to play in the NBA from time to time 😂
398,46,Extra emo today. #lacma #LA #solo #itwaslitfam #goprohero4
399,62,"Finished my first half marathon today. No training, just accepted a challenge and finished in 2:03.00. Checked this off the bucket list. I feel so alive!!! Thank you @oatmegabar and @livesoda #halfmarathon #finished #imnotarunner #gonnafeelthistomorrow #shinerbeerrun #itwaslitfam #turnup #shiner"
400,11,Wine tour craziness! These people are awesome!! #winetour #atxcrew #crazy
401,24,Writing at work. 🎶🎵🎶🎵🎶
402,4,Snow day
403,32,Exploring the woods behind the bed and breakfast and I got this awesome shot from the GoPro! Need I say that this is lit. #💡 #itslitfam🔥 #abbeyslanterninn #inthewoods #exploring #actionshot #gopro ##woods #richardrobinsonphotography
404,69,Love my city. #atx #love #💡 #itslitfam🔥
405,58,#faderfort #sxsw
406,43,Throwback to the pay phone!! You don't see these that much any more.Central Park freezing my ass off. #payphone #cold #centralpark #nyc #benisweak
407,1,7.4 miles biatch #fitnessbum
408,16,JB snapped on this one. 🔥 #nopressure #purpose #justinbieber #lit
409,34,Coolin #me #chillin #atx #austin #6thstreet
410,4,Galveston Shores
411,38,Oh just a fitness update #teamfitness #fitness #muscles #lean #fit #body #back #chest #bicps #abs #bandanna #gym #weights #instagram
412,131,"All the best girls celebrating this legendary birthday of mine. 🎉🎉
.
.
.
#birthdayvibes #issavibe #virgoszn #lit #sundayfunday"
413,55,Hi boo! 😍😍😍😍 A little Monday motivation 😁 #fitness
414,20,Finally live on ITunes nshit. #gostreamit #listen #ivechanged #itunes #newsong #richardrobinsonmusic #moretocome
415,24,Y'all know what time it is. #oreos #milk
416,53,Dinner. #healthy #healthyliving #fitnessfoods #fitness #foodie #chefrichard #ilovecooking
417,52,"Circa 1976, right before we went to the disco. #lit #halloween #2016 #70sbaby"
418,30,I love the acoustics in my apartment. I decided to play a song I wrote in a different key and it actually turned out magical. Late night musing. #15secondcover #mysong #treatmegood #gettingbetter #piano #original #nshit
419,17,"If it ain't forever, I don't want it. #mine #love #nevergetsold #nextsingle #lyrics"
420,32,"Music video for ""Bad""-Remix is live. Go check it out on www.YouTube.com/richardrobinsonmusic and if love y'all forever. ☺#bad #wale #music #video #youtube #richardrobinsonmusic"
421,41,Made a friend at the greenbelt today. #turtle #greenbelt #outdoors #hiking #austin #nature
422,16,First birthday for my nephew! #❤️ #itwaslitfam #birthdayboy #party
423,38,We had way too much fun. From high school to adulthood. Brother's from other mothers. #myninjas #brothers #downtown #atx #austin
424,45,Saturday swag. Partying all weekend. Party weekend of dreams!!! #brotank #partying #swag
425,100,"Waiting on my flight and the lighting was great so hi! Not pumpkin spice btw.
.
.
.
#basicrich #starbucks #notpumpkinspice #denver #lit"
426,153,"Birthday twinning with my BFF aka left hip @ldkaye. Another year older and another year wiser. It's lit! .
.
.
#dirty30 #virgobabies #birthdaytwin #lit #bff"
427,44,We skipped the gym and went to the fields for some outdoor fitness fun. I was the only one having fun though. 😁 #workout #fitfam #fitbody #fitcouple #fitness #sprints #lunges #hiit #ouuchheea
428,64,Gave them a little side boob today at the gym lol. Tuesday is back and biceps😂 . #gymlife #fitsporation #muscles #fitness #gyrat #24hrfitness
429,22,Just chillin with my boy in downtown Boston! #boston #vacation #downtown
430,36,Dinner tonight courtesy of My Fit Foods. 😍😍😍 #chicken #broccoli #mashedlotatoes #myfitfoods
431,52,New babies!! 😍😍😍#nike #nikefreerun
432,26,Someone enjoys having the patio door open this morning. #lucky #mydog #mydawg #womanofthehouse #roommate
433,30,Oh you know. Just at the mall. ☺ #peacoat #shopping #chillin #macys
434,31,Glow up at 29. When your beard finally starts to look decent. Hallelujah. #patchesmcgee #itslit #glowup #happy
435,27,"Niggas be like, ""I love my job."" 😂😂 #tuesday #sadday #lunchbreak #sigh"
436,33,Mom came to see me at work. Swear to god this is my angel on earth. I love her SO damn much! #mom #mylove
437,16,"Today must be my lucky day. Random guy saw me driving to lunch and asked if he could fix this dent in my car. Initially he asked for $500 dollars to make it ""perfect,"" but I talked him down to $100 dollars and it's perfect enough. ☺️ #happyrich #dentremoval"
438,118,"March 10th. iTunes. First single off of my upcoming album. ""You Always Hurt Me""...beyond excited. Thank you to everyone who made this possible. You know who you are. .
.
.
#yahm #richardrobinsonmusic #newmusic #youalwayshurtme #2017 #firstsingle #TRY #comingsoon"
439,21,Siblings. They grow up too quick!#nationalsiblingday
440,15,Tailgating TEXAS STATE vs. Texas Tech football with some lovely ladies. #football #Bobcats #RedRaiders
441,6,"New blog ""fear and love"" #wordpress iamrichardanthonyrobinson.wordprrss.com"
442,1,Tried to make my feet look pretty ha ha. Riding shotgun in my car
443,47,View from my grandma's house in Jamaica. I miss this place. #jamaica #nofilter #carribeansea #tbt
444,64,"SXSW crew.
.
.
.
#lit #raekwon #wutangcrew #threemuch #atx #sxsw #litlit #mychristmas #musiccity"
445,13,Back when a nigga had barely any body fat. 😏 senior picnic day with my boos! #tbt #highschool
446,86,That one time I did a shoot in a gym. #notafitnessmodel #atall #iworkoutsometimes #lit #brainjuice #tuesdaysbackandbis #rows
447,16,Getting a digital tour of San Francisco before my arrival tonight. 😁 #iOS6 #maps
448,16,I'm three years removed from graduating college! #college #graduation #texasstateuniversity #2009 #marketing #business
449,8,Sunday Funday!
450,10,Hi
451,173,"Jacob's Well today. It was lit, fam. 📸 cred. @kionap and @txrockweasel .
.
.
#jacobswell #oaisis #centraltexas #texas #lit #swimming #itwaslitfam #turnup"
452,104,Poncho SZN. #turnup #lit chrimmus #poncholife #poncho #christmasdressup #oucchea #christmas2016
453,178,"New year, same we. When the bff is a swagger jacker and shows up wearing the same thing. 🙄
.
.
.
.
#sundayfunday #bff #stylin #gq #swaggerjacker #lit #shesingle"
454,39,OBJ and Charlie Strong!!! #legends #halloween #turnup @iam_objxiii #atx #leggo
455,27,Just thought I'd give an update on why I love Nike and the fuel band. It's pretty legit. I only wish I could swim with it. #nike #fuelband #fitness #progress #points #goal
456,130,"Biking in Denver last night. Finding some time for some fun while on work trips is a major key! It was literally no sweat. Thank you to my dear friend @cmaclovin for the tour. .
.
.
#biking #everydaywelit #littlemanicecream #Denver #lit #mypantsweretootight #didntdie #hallelujah #muchfun #nosweat"
457,51,Thanksgiving selfie with my love! @katalac1989 #thanksgiving #bae #zoey
458,37,Love my momma!!!! #mommasboy #newyork #fresh
459,57,Gained 5 lbs back! Ow!! I'm really excited to try to compete next year. Hard work is everything man. #lean #summerbody #muscle #fitness #fitbody #nofilter #weight #gymlife #gymspiration #abs #obliques #chestday
460,22,Last night watching the Miami Heat destroy the Celtics with my ninja @killahro
461,29,One more gem from one of the best trips I've taken in my life with some extremely cool peeps! I'm ready for the next adventure! Camping anyone? #weinmainemayne #capeelizabeth #portland #beautiful #weresocool #mikeandiarerelatedclearly
462,46,"Parents. Stepdad, Mom, and yours truly. #family #love #mom #dad"
463,12,My Bro @killaro and I after performing. We go hard!!! #ovrflowmusic
464,17,Nas killed it. No one enjoyed this track as much as me considering I listen to this at least 3 times a week! #newyorkstateofmind #nas #massappeal #austinmusichall #sxsw14
465,28,Cause it's starting to get warm and this is where sexy starts! #breakfast #healthyliving #eatingclean #fitnessfoods
466,25,Hiking! #greenbelt #atx
467,45,Sauna Flow! #teamfitness all day everyday #sauna #gym #sweat
468,18,Me and my ninja on 6th street. #swag
469,29,Set a goal of 6 and demolished it with 8 miles. I feel great. #nikerun #freeruns #running #fitness
470,26,"Real shit though, I only have seven abs. Fuck it, I'm embracing this shit. 😂😂 #abs #fitness #fit #seven #muscles #pack #seven"
471,50,I didn't remember this picture at all. My boy Cole in his bear costume. I love Austin. #sundayfunday #bear #party #drunk
472,159,"Live look at me dodging negativity, negative people, and people who don’t match my intensity. A mood for the rest of my life. You gotta match the passion and energy. .
.
.
#2019andbeyond #nocap #blocked #notime #negativity #iceland #choosehappy #staylit #outworkeveryone #dontjustdoitforthegram"
473,4,College Gameday New Orleans #NOLA
474,35,"No work til later so in the mean time, I'm chillin with my other BAE. #zoey #puppylove #chillin #goodmorning #bae"
475,15,We had a live fantasy football draft! Shit just got real. Ready to defend my championship. #fantastyfootball #draft #live #nfl #league #championship #2012
476,25,When you have to drink for having the worst pick (Cam Newton) in the round! 😁! #fantasyfootball2015 #draftday #2015 #fantasyfootball2015 #espn #year8 #wegohard #thuglife #igoticed
477,58,Thuggin at Sxsw! #sxsw2014 #atx #xoshameless #selfie #ilovethiscity #austin
478,55,Dinner. #porkchops #macncheese #kalesalad #delicious
479,101,"Three Generations! 29 (almost 30), 51, 73! We oucchheeaa!! Hiking! .
.
.
#dad #grandpa #hiking #stonemountain #ATL #georgia #lit #livinglife #family #jamaican"
480,25,"""Take a picture with me and Lucky""...#sister #dog #family #chillin"
481,27,Volleyball today for 4 hours! Awesome day! #volleyball #outdoors #fun #sports #sand
482,45,Out here. My bros! @itsjustinfoo @a_lowe #sundayfunday #thuggin #chillin #atxnjghts #atx
483,22,These two had a little too much it looks like. They tapped out early last night. Y'all know I love these two unconditionally lol. #sleepydogs #zoey #lucky #puppies #foodcoma #dachshund #chihuahua
484,27,"Stole this recipe. Italian sausage with pease, carrots, spinach, and veggies. Malbec. #dinner #wine #delicious"
485,28,Had to shave and get a hair cut! Sexy hair right there!!! 😌 #nicehair #freshcut #shave #facialhair
486,35,"""Stay with me"" -Sam Smith (cover) I absolutely love this song. #cover #singer #lovesong #samsmith #music #ilovethissong #ballad #staywithme #sam #smith #samsmithworld"
487,3,#throwbackthursday #highschool #homecoming
488,38,"Crazy kids at the #pillfix #beatsbydre #beats #sxsw #music I love Austin,Texas!!!"
489,8,First flat tire ever! I have such good luck these days lol. Thank god I was already at work. #flattire #suckstosuck #bummer
490,26,Reunited with my babies!!!! Little cousins in the Bronx!!! I missed these two!! #family #cousins #nyc #bronx #babies
491,40,Cooking dinner early because I have nothing else to do before going to the gym. #foodie #healthy #dinner #healthyliving #healthy #fitnessfoods #fitness #delicious #chefrichard
492,17,Celebrating a great end to our flag football season! May we have many more. We kick ass and have fun while doing it. cc: @cjrfineart for a bad ass pic. #austinsportsandsocial #flagfootball #season
493,18,Lunch break cause I'm bout it. 😁 #chipotle #dosxx
494,50,My third nephew in the last year and my first newborn baby experience! So happy for one of my brothers having a healthy newborn son. He's beautiful!! #unclerich #newborn #alreadyinlove
495,20,Healthy living starts in the kitchen. Gotta learn to cook the right things that'll add years to your life. #dinner #healthy #macronutrients #chickenbreast #avocado #mashedpotatoes #livesoda #kombucha
496,30,"Haven't played my keyboard in over a month. Decided to muse a bit today with an original song I wrote last year. ""Head on collision"" #original #piano #song #music #songwriter #singer #musician #lovesong #musing"
497,24,There are levels to this fantasy football stuff and we like to go all out. #draftday #fantasyfootball #wegohard #football #nfl
498,38,Lake life. #paddleboarding #supatx #ladybirdlake #summerbody #sundayfunday
499,63,"Today was lit. Avery won, but on a technicality and I missed the championship. We live! Now let’s party! @shaunte_m pre-bachelor party!!! .
.
.
#atx #urbanaxes #axethrowing #lit #goons #onlyblackpeoplethere"
500,37,Turnuuuhhh #pandora #sxsw #squad #2015 @ldkaye @lafitara @bary_giggers
501,18,Workout day with my ninja @callmeteelee #teamfitness #24hrfitness #gym #wegoharderrday #boutdatlife 💪💪
502,30,It's already too packed lol!!! #timessquare #nyc #nye #newyears
503,1,Why don't you love me? #storyofmylife
504,51,"Looking like death and feeling even worse. After 3 weeks of no exercise, first day back at the gym. Starting pic of 2014. We'll see how this year goes. I'll be in beast-mode all year. #beastmode #fitbody #fitfam #fitness #gymlife #gymrat #abs #muscles"
505,15,Oh you know just watching the dal/okc game with my boo
506,49,#moreweekendsinla #lamarathon2016 #lit #grafitti #worktrip #ready
507,44,Open Mic night!! #luckylounge #austin #atx #downtown #open #mic #singing #piano
508,22,"She's in Portland, so I'm guessing she feels she has to dress like a hippy. 😂 cc: @katalac1989 #hippy #boo #selfie"
509,46,Megatron! #lit #twinning #ouccheeaa #NFL #giantsvscowboys #itslit #Giantsfans
510,5,Breaking this out for the beach #sector9
511,22,"In all honesty, I think I may have found my musical soulmate
.
.
.
#sabrinaclaudio #tellme #love #musicalsoulmate @sabrinaclaudio"
512,35,Love my new headphones. #beatsbydre #earlychristmasgift #christmaseve #love #thankful #wireless #beats
513,13,Dinner with a view.
514,59,Morning face. I look happy. I'm also sore as hell. #nofilter #goodmorning #tired #rough #sore #fitness #fitnessworld #abs #chest
515,199,"Finished off an eventful week with my people. Travis Scott was indeed LIT! 🔥🔥🔥🔥
.
.
.
#ACL #ATX #TravisScott #betterthancoachella #lit #festivalbae #texas #imtired #austinorbust #Astroworld"
516,23,I'm going for the scruffy look. #selfie #facialhair #nicehair
517,13,Fellow Olympic Gold Medalists. #halloween #2012
518,23,"Fresh cut for the fresh new year! Didn't feel right cutting it all off, but I had to switch it up! #haircut #humpday #freshcut #ifeelsexy"
519,66,Drizzy Drake and Terio. #nwts #started #ooohhhkillem #takecare #thankmelater #drake #halloween #ovo #started #startedfromthebottom
520,38,Post workout drink! 😁 #cabernetsauvignon #redwine #tooreal #postworkout #chillin
521,55,"Artsy, Rich. Shot on Nikon last night. See my @shotsbyrar profile. Everyday we lit
.
.
.
#itwaslitfam #fireworks #july4th #lit #art #nikon"
522,37,Crazy clouds!
523,44,After my 5 mile run. Yes I was tired 😁😁 #atx #skyline #austin #downtown #texas #view #run #trail #fitness #teamfitness #nike #freerun
524,45,Up late prepping meals for a few days. Saving money and eating healthy. 😊 #food #mealprep #fitfood #fitness #chicken #avocado #sweetpotatoes #rice #cabbage #fruit #apples
525,18,My sexy face 😌
526,41,"Late night piano and musing. A song written by me..""careless."" The finished product will be beautiful. #music #musing #musician #singer #songwriter #piano #musicmonday music is my number one."
527,2,"Ok it's not 8 miles, but when you're paranoid about food in the oven while at the gym this is enough 😁"
528,42,Just a little mid-day cover of one of my all time favorite songs by Usher. #ugotitbad #music #cover #usher #singing #musing #8701 #classic #oldschool
529,61,Been eating moderately healthy. Starting an even more rigorous diet in 4 days. Trying to reach my peak fitness. #fitbody #fitness #gymlife #gymrat #hardwork #gymspiration #eatcleantraindirty #lean #nofilter
530,2,Chicken and waffles
531,7,Blond on black. I told y'all. Thank god m head hair change to black tho. 😳 woulda been albino looking.
532,23,Finally got to get my little brother to hang out with me lol. #siblings #brother
533,51,Intense cardio this week along with full-body workouts. Clean eating like crazy and just going hard in the gym. I also smiled a little this time around. So many goals this year and I continue to work my ass off every single day. #gohardorgohome #fitfam #progress #fitness #abs #lean #eatcleantraindirty #muscle #exercise #gymrat #gymlife #selfie #fitbody #fitspo
534,16,Long boarding down the beach on my island. #galveston #texas beachbum
535,26,Kinda wanna go back to Jamaica and stay there forever. #aboutaweekago #jamaica #coconutwater #nshit
536,10,#concords the shoes everyone was so hype about. I don't even really like em
